,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow
3410,0,1,1,1,28.854794520547944,0.3205479452054794,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3411,0,0,1,1,36.95342465753425,3.5753424657534247,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3412,0,0,1,1,37.71780821917808,5.156164383561644,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3413,0,1,1,0,55.293150684931504,20.58630136986301,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3414,1,0,1,1,43.32054794520548,22.167123287671235,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3415,0,0,1,0,67.04931506849314,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3416,1,0,1,0,44.153424657534245,2.73972602739726,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3417,0,0,0,2,32.61643835616438,4.657534246575342,1,0,0,0,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3418,1,0,0,0,43.43287671232877,0.8164383561643835,1,0,1,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3419,0,0,0,0,29.175342465753424,5.49041095890411,1,0,1,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3420,1,1,1,0,61.93150684931507,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3421,0,0,1,2,33.56986301369863,9.578082191780824,1,1,0,0,3.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3422,0,0,0,0,64.16164383561645,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3423,1,1,1,0,38.54794520547945,0.5726027397260274,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3424,0,1,1,1,36.394520547945206,12.161643835616438,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3425,0,0,1,0,37.64931506849315,6.323287671232877,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3426,1,1,1,1,39.131506849315066,4.408219178082192,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3427,1,1,1,2,41.16986301369863,3.4904109589041097,1,0,1,0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3428,1,1,1,2,27.09315068493151,2.73972602739726,1,0,0,0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3429,1,1,1,2,27.09315068493151,2.73972602739726,1,0,0,0,4.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3430,0,0,1,1,24.556164383561644,4.071232876712329,1,0,1,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3431,1,1,0,0,66.38356164383562,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3432,0,0,0,0,53.04109589041096,5.238356164383561,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3433,0,0,1,0,61.512328767123286,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
3434,1,1,1,1,41.131506849315066,10.536986301369865,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3435,1,1,0,0,40.73698630136986,18.915068493150685,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3436,1,1,1,0,51.44109589041096,7.326027397260274,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3437,1,1,1,0,33.728767123287675,6.742465753424658,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3438,0,0,1,0,42.654794520547945,4.49041095890411,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3439,0,0,1,2,35.12602739726027,15.498630136986302,1,0,0,0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3440,1,0,1,0,60.73972602739726,3.0712328767123287,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3441,1,0,0,1,30.26027397260274,2.572602739726028,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3442,0,0,1,0,47.33972602739726,11.953424657534246,1,1,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3443,1,0,1,0,46.46027397260274,0.8164383561643835,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3444,0,0,1,1,43.45479452054794,3.778082191780822,1,1,1,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3445,1,0,1,0,32.723287671232875,6.197260273972603,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3446,0,0,1,0,41.89315068493151,12.824657534246576,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3447,1,1,1,0,40.55616438356165,0.6136986301369863,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3448,0,0,1,2,37.99452054794521,8.241095890410959,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3449,0,1,1,0,40.16438356164384,2.904109589041096,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3450,0,0,1,0,48.97534246575343,6.449315068493151,1,1,1,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3451,0,1,1,3,35.18630136986302,2.068493150684932,1,0,0,0,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3452,0,0,1,0,60.35616438356164,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
3453,1,1,1,0,37.394520547945206,3.4493150684931506,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3454,0,0,0,0,26.389041095890413,5.323287671232877,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3455,1,1,1,0,54.84109589041096,5.534246575342466,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3456,0,0,1,1,47.37808219178082,3.367123287671233,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3457,1,1,1,0,50.42739726027397,16.33150684931507,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3458,0,1,1,0,67.9013698630137,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3459,0,0,1,2,38.89041095890411,3.5753424657534247,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3460,1,0,1,0,38.51780821917808,3.778082191780822,1,1,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3461,0,0,1,2,29.96986301369863,6.156164383561644,1,0,0,0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3462,0,0,1,0,39.57808219178082,8.66027397260274,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3463,1,0,1,0,26.980821917808218,3.408219178082192,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3464,1,1,1,0,46.106849315068494,9.704109589041096,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3465,0,0,1,0,46.2027397260274,0.2794520547945205,1,0,0,1,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3466,0,1,1,0,42.88219178082192,9.326027397260274,1,1,1,0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3467,1,0,1,0,47.58082191780822,12.454794520547946,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3468,0,0,1,0,62.37534246575343,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3469,0,0,0,2,30.284931506849315,1.1534246575342466,1,0,0,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3470,0,0,1,2,27.476712328767125,7.410958904109589,1,0,0,0,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3471,1,0,0,2,40.96438356164384,0.7753424657534247,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3472,0,0,1,0,58.78356164383562,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3473,0,0,1,0,25.778082191780825,2.819178082191781,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3474,1,0,1,1,34.082191780821915,1.378082191780822,1,0,1,0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3475,1,0,1,1,34.082191780821915,1.378082191780822,1,0,1,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3476,1,1,1,0,44.33972602739726,4.717808219178083,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3477,1,0,1,1,33.74246575342466,0.7972602739726027,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3478,0,0,0,1,53.94794520547945,1.295890410958904,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3479,0,0,0,0,37.24657534246575,3.8,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3480,0,0,1,0,45.50684931506849,14.304109589041095,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3481,0,0,1,0,48.56164383561644,4.884931506849315,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3482,0,0,1,0,57.23287671232877,9.04931506849315,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3483,0,0,1,0,56.44383561643836,0.3780821917808219,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3484,0,0,1,0,56.44383561643836,0.3780821917808219,1,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3485,1,0,1,1,44.73972602739726,3.8,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3486,1,1,1,0,53.35342465753425,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3487,0,0,1,0,41.48767123287672,2.7150684931506848,1,0,0,0,2.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3488,0,0,1,0,40.46849315068493,16.221917808219178,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3489,0,0,1,0,53.8027397260274,1.1287671232876713,1,0,1,0,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3490,1,0,1,0,36.66575342465753,2.7150684931506848,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3491,0,0,1,1,38.52054794520548,0.7150684931506849,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3492,0,1,1,1,31.945205479452056,2.210958904109589,1,0,0,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3493,1,1,1,1,31.594520547945205,13.471232876712328,1,0,0,0,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3494,1,0,1,0,49.3013698630137,11.052054794520547,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3495,1,1,0,0,46.68219178082192,11.386301369863014,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3496,0,0,1,3,39.106849315068494,0.6301369863013698,1,0,0,0,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3497,0,0,1,0,38.73972602739726,6.884931506849315,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3498,0,1,1,0,53.61917808219178,2.9616438356164383,1,0,0,1,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3499,0,0,1,0,53.16712328767123,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3500,0,1,1,2,36.778082191780825,14.386301369863014,1,0,0,0,4.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3501,1,1,1,1,37.08767123287672,6.380821917808219,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3502,0,0,1,1,32.8986301369863,0.3780821917808219,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3503,1,1,1,1,31.88493150684932,13.723287671232876,1,0,1,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3504,0,1,1,0,53.21095890410959,10.635616438356164,1,1,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3505,0,0,1,0,53.35342465753425,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3506,0,0,1,0,49.86027397260274,14.219178082191782,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3507,1,1,1,0,26.019178082191782,2.882191780821918,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3508,0,0,1,0,49.36438356164384,30.567123287671237,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3509,1,0,1,0,47.06575342465754,21.22465753424657,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3510,1,1,1,0,51.12602739726027,3.4657534246575343,1,0,0,0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3511,0,1,1,0,42.23287671232877,11.304109589041095,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3512,0,0,1,0,40.0027397260274,21.64383561643836,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3513,0,0,1,0,61.84383561643836,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3514,0,0,1,2,27.88219178082192,9.3013698630137,1,0,0,0,4.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3515,0,0,1,3,32.40821917808219,9.04931506849315,1,0,0,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3516,0,0,1,0,56.08219178082192,25.39452054794521,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3517,0,1,0,0,49.24931506849315,16.726027397260275,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3518,0,0,1,0,54.131506849315066,5.046575342465753,1,0,1,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3519,1,0,1,0,33.95616438356164,1.0438356164383562,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3520,0,0,1,0,51.81643835616438,2.210958904109589,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3521,1,1,0,0,34.88219178082192,5.717808219178083,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3522,0,1,1,0,59.4986301369863,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3523,0,0,1,0,58.895890410958906,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
3524,0,0,1,0,47.84931506849315,20.895890410958906,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3525,1,0,1,1,46.96712328767124,2.210958904109589,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3526,0,0,1,0,47.79178082191781,3.0465753424657533,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3527,0,1,1,2,38.72054794520548,7.383561643835616,1,0,0,0,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3528,0,0,1,0,43.64109589041096,7.887671232876713,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3529,0,0,1,0,56.27945205479452,25.813698630136987,1,0,1,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3530,0,0,0,0,61.21095890410959,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3531,0,0,0,1,32.32876712328767,9.04931506849315,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3532,1,1,1,0,60.88493150684931,19.46027397260274,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3533,0,1,0,1,34.463013698630135,4.531506849315068,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3534,0,1,1,0,42.0,2.778082191780822,1,1,1,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3535,0,1,1,1,34.42739726027397,0.3616438356164383,1,0,0,0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3536,1,0,1,0,27.775342465753425,0.6136986301369863,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3537,1,0,1,0,27.052054794520547,5.282191780821917,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3538,1,1,1,0,40.57808219178082,7.2,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3539,0,0,1,1,43.632876712328766,9.115068493150686,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3540,0,1,1,0,58.02465753424657,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3541,1,0,1,1,41.95068493150685,4.364383561643836,1,0,0,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3542,0,0,0,1,34.52876712328767,0.2794520547945205,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3543,0,0,1,0,60.915068493150685,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3544,0,0,1,0,67.34246575342466,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
3545,1,1,0,0,39.66849315068493,4.112328767123287,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3546,1,0,0,0,58.24931506849315,1.1095890410958904,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3547,1,0,1,0,45.25479452054795,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3548,0,0,1,0,68.0027397260274,-1000.6657534246576,1,0,0,0,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3549,0,0,1,0,50.72328767123288,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3550,0,0,0,0,41.86301369863013,6.780821917808219,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3551,1,1,1,0,53.43013698630137,4.449315068493151,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3552,0,0,1,0,62.18904109589041,7.619178082191781,1,1,1,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3553,0,0,0,0,38.96712328767124,5.282191780821917,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3554,0,0,0,0,62.47123287671233,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3555,0,1,1,1,32.35616438356164,1.7753424657534247,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3556,1,0,1,2,43.25479452054795,4.282191780821917,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3557,1,0,1,0,28.624657534246577,6.364383561643836,1,1,0,1,2.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
3558,1,0,1,2,43.47397260273973,12.117808219178082,1,1,1,0,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3559,0,1,0,0,53.69315068493151,32.71232876712329,1,0,1,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3560,0,0,1,1,31.50958904109589,4.863013698630137,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3561,0,0,0,0,60.18356164383562,14.287671232876711,1,0,0,1,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3562,0,1,0,1,33.92602739726028,9.534246575342468,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3563,0,1,0,2,36.95342465753425,10.2,1,0,0,0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3564,0,0,1,0,49.57534246575342,8.780821917808218,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3565,0,0,1,0,54.583561643835615,5.693150684931507,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3566,1,1,1,0,43.01917808219178,6.616438356164384,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3567,0,0,0,0,54.04931506849315,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
3568,1,0,1,0,27.487671232876718,1.5287671232876712,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3569,0,1,1,0,56.26849315068493,10.868493150684932,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3570,1,1,1,1,42.59452054794521,18.2054794520548,1,0,0,0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3571,0,0,1,1,38.96986301369863,1.6904109589041096,1,0,0,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3572,0,0,1,0,49.14246575342466,8.367123287671232,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3573,0,1,1,1,31.832876712328765,6.780821917808219,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3574,0,0,1,0,60.221917808219175,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3575,0,1,1,0,46.49589041095891,1.0273972602739727,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3576,1,1,1,1,36.81369863013698,4.693150684931507,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3577,0,0,0,1,42.31506849315068,7.534246575342466,1,0,0,0,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3578,0,0,1,0,35.4027397260274,2.5287671232876714,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3579,0,1,1,0,55.21095890410959,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3580,0,0,0,0,53.778082191780825,5.197260273972603,1,1,1,0,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3581,0,1,0,0,66.32876712328768,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3582,0,1,1,1,44.824657534246576,5.778082191780822,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3583,0,0,1,0,59.66575342465753,-1000.6657534246576,1,0,1,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3584,0,0,1,0,59.30684931506849,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3585,1,0,1,0,51.55342465753424,8.038356164383561,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3586,1,0,0,0,27.34246575342466,4.2027397260273975,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
3587,0,0,1,0,45.73424657534247,18.295890410958904,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3588,0,0,0,0,55.0,19.213698630136985,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3589,0,0,1,0,50.391780821917806,16.791780821917808,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3590,1,1,1,1,47.44383561643836,0.7808219178082192,1,0,0,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
